fid,in_atuacao,in_id,in_iptu_pr,in_situac,in_sql,in_tipolog,CEPEUC_SETOR_QUADRA_LOTE,CEPEUC_TIPOLOGIA,CEPEUC_LOGRADOURO,CEPEUC_N,CEPEUC_COND.,CEPEUC_SUBPREFEITURA,CEPEUC_PERIMETRO,CEPEUC_AREA_DO_TERRENO,CEPEUC_AREA_CONTRUÍDA,CEPEUC_DATA_DA_NOTIFICAÇAO,CEPEUC_IDENTIFICAÇÃO_DO_INSTRUMENTO,CEPEUC_SITUAÇAO_DO_IMOVEL,CEPEUC_SOLICITACAO_DA_AVERBACAO,CEPEUC_DATA_INICIAL_DA_APLICAÇÃO,CEPEUC_DATA_PROTOCOLO_APROVACAO_E_EXECUCAO_PROJETO_OU_EQUIVALENTE,CEPEUC_DATA_EXPEDICAO_ALVARA_APROVACAO_E_EXECUCAO,CEPEUC_BASE_DECAD2018,CEPEUC_DATA_1_APLICACAO_DA_ALIQUOTA_PROGRESSIVA,CEPEUC_IPTU_PROGRESSIVO_ENVIADOS_SF2016,CEPEUC_IPTU_PROGRESSIVO_ENVIADOS_SF2017,CEPEUC_IPTU_PROGRESSIVO_ENVIADOS_SF2018,CEPEUC_IPTU_PROGRESSIVO_ENVIADOS_SF2019,CEPEUC_DATA DA PUBLICACAO_DECRETO_DE_DESAPROPRIACAO,CEPEUC_DATA_DA_PROPOSITURA_DEACAO_DE_DESAPROPRIACAO,CEPEUC_DESTINACAO_DO_IMOVEL,CEPEUC_JUSTIFICATIVA_AUSENCIA_INTERESSE_NA_AQUISICAO
"658",OUC ÁGUA BRANCA,"658",SIM,IMPUGNAÇÃO EM ANÁLISE,"0210040080",NAO EDIFICADO,"0210040080",NÃO EDIFICADO,AV FRANCISCO MATARAZZO,"00444","-",SPLA,OUC ÁGUA BRANCA,"1485","0",2015/03/24,IPTU PROGRESSIVO,IMPUGNAÇÃO EM ANÁLISE,AVERBADO,2015/03/24,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"659",OUC ÁGUA BRANCA,"659",NÃO,NOTIFICADO,"0210060109",SUBUTILIZADO,"0210060109",SUBUTILIZADO,R TAGIPURU,"171",NÃO,SPLA,OUC ÁGUA BRANCA,"899","23",2016/04/21,PEUC,NOTIFICAÇÃO CANCELADA / MONITORAMENTO,AVERBADO,2016/04/21,"-","-",,"2018","-","-",ENVIADO,"-","-","-","-","-"
"660",OUC ÁGUA BRANCA,"660",SIM,NOTIFICADO,"0210080043",SUBUTILIZADO,"0210080043",SUBUTILIZADO,R TAGIPURU,"92",NÃO,SPLA,OUC ÁGUA BRANCA,"720","250",2016/05/17,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2016/05/17,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"661",OUC ÁGUA BRANCA,"661",NÃO,NOTIFICADO / ESPECIFICIDADE,"0220060123",NAO EDIFICADO,"0220060123",NÃO EDIFICADO,R CARLOS VICARI,"00000","-",SPLA,OUC ÁGUA BRANCA,"5700","0",2015/07/23,PEUC,NOTIFICADO / ESPECIFICIDADE,AVERBADO,2015/07/23,"-","-",,"-","-","-","-","-","-","-","-","-"
"662",OUC ÁGUA BRANCA,"662",SIM,NOTIFICADO,"0220070046",SUBUTILIZADO,"0220070046",SUBUTILIZADO,R GUAICURUS,"331",NÃO,SPLA,OUC ÁGUA BRANCA,"1800","360",2016/04/27,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/04/27,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"663",OUC ÁGUA BRANCA,"663",SIM,NOTIFICADO,"0220130081",NAO UTILIZADO,"0220130081",NÃO UTILIZADO,R CARLOS VICARI,"229","-",SPLA,OUC ÁGUA BRANCA,"485","1565",2015/04/17,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/04/17,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"664",OUC ÁGUA BRANCA,"664",SIM,NOTIFICADO,"0220130083",NAO UTILIZADO,"0220130083",NÃO UTILIZADO,R CARLOS VICARI,"205","-",SPLA,OUC ÁGUA BRANCA,"750","0",2015/03/26,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/26,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"665",OUC ÁGUA BRANCA,"665",SIM,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0220920258",NAO EDIFICADO,"0220920258",NÃO EDIFICADO,R EMB LEAO VELOSO,"00000","-",SPLA,OUC ÁGUA BRANCA,"836","0",2015/03/23,IPTU PROGRESSIVO,IMPUGNAÇÃO EM ANÁLISE,AVERBADO,2015/03/23,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"666",SUBPREFEITURA MOOCA,"666",SIM,IMPUGNAÇÃO EM ANÁLISE,"0250100170",SUBUTILIZADO,"0250100170",SUBUTILIZADO,R CONS BELISARIO,"00183",NA,SPMO,SUBPREFEITURA MOOCA,"1724","327",2016/06/17,IPTU PROGRESSIVO,IMPUGNAÇÃO EM ANÁLISE,AVERBADO,2016/06/17,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"667",SUBPREFEITURA MOOCA,"667",NÃO,NOTIFICADO,"0250150129",SUBUTILIZADO,"0250150129",SUBUTILIZADO,R XAVANTES,"00744",NA,SPMO,SUBPREFEITURA MOOCA,"1292","20",2016/06/17,PEUC,NOTIFICADO,AVERBADO,2016/06/17,2017/07/04,"-",,"-","-","-","-","-","-","-","-","-"
"668",SUBPREFEITURA MOOCA,"668",SIM,NOTIFICADO,"0260160061",SUBUTILIZADO,"0260160061",SUBUTILIZADO,R MARCOS ARRUDA,"00640",NA,SPMO,SUBPREFEITURA MOOCA,"1320","200",2017/01/19,IPTU PROGRESSIVO,NOTIFICADO,"-",2017/01/19,"-","-",,"2019","-","-","-",ENVIADO,"-","-","-","-"
"669",SUBPREFEITURA MOOCA/ZEIS 3,"669",SIM,NOTIFICADO,"0260250089",SUBUTILIZADO,"0260250089",SUBUTILIZADO,AV CELSO GARCIA,"01085",NA,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"1440","40",2016/12/21,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/12/21,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"670",SUBPREFEITURA MOOCA,"670",SIM,IMPUGNAÇÃO EM ANÁLISE,"0260320167",SUBUTILIZADO,"0260320167",SUBUTILIZADO,R COIMBRA,"00481",NA,SPMO,SUBPREFEITURA MOOCA,"815","30",2016/05/03,IPTU PROGRESSIVO,IMPUGNAÇÃO EM ANÁLISE,AVERBADO,2016/05/03,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"671",SUBPREFEITURA MOOCA/ZEIS 3,"671",NÃO,NOTIFICADO,"0260480220",SUBUTILIZADO,"0260480220",SUBUTILIZADO,AV CELSO GARCIA,"01426",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"1715","100",2016/01/14,PEUC,NOTIFICADO,"-",2016/01/14,2015/11/06,2017/12/08,,"-","-","-","-","-","-","-","-","-"
"672",SUBPREFEITURA MOOCA/ZEIS 3,"672",NÃO,NOTIFICADO,"0260650101",SUBUTILIZADO,"0260650101",SUBUTILIZADO,R CAJURU,"01099",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"6981","1000",2016/04/27,PEUC,NOTIFICADO,"-",2016/04/27,2014/05/16,"-",,"-","-","-","-","-","-","-","-","-"
"673",SUBPREFEITURA MOOCA,"673",SIM,NOTIFICADO,"0270290067",SUBUTILIZADO,"0270290067",SUBUTILIZADO,R CAJURU,"00912",NA,SPMO,SUBPREFEITURA MOOCA,"503","21",2017/02/04,IPTU PROGRESSIVO,NOTIFICADO,"-",2017/02/04,"-","-",,"2019","-","-","-",ENVIADO,"-","-","-","-"
"674",SUBPREFEITURA MOOCA,"674",NÃO,NOTIFICADO,"0270320112",SUBUTILIZADO,"0270320112",SUBUTILIZADO,R FREI GASPAR,"00140",NA,SPMO,SUBPREFEITURA MOOCA,"1148","58",2017/02/02,PEUC,NOTIFICADO,"-",2017/02/02,2018/03/13,"-",,"-","-","-","-","-","-","-","-","-"
"675",SUBPREFEITURA MOOCA/ZEIS 3,"675",NÃO,NOTIFICADO,"0270340049",NAO EDIFICADO,"0270340049",NÃO EDIFICADO,R ALM BRASIL,"99999",NA,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"726","0",2016/08/29,PEUC,NOTIFICADO,"-",2016/08/29,2013/06/13,2017/02/07,,"-","-","-","-","-","-","-","-","-"
"676",SUBPREFEITURA MOOCA,"676",SIM,NOTIFICADO,"0270420076",NAO EDIFICADO,"0270420076",NÃO EDIFICADO,R S LEOPOLDO,"99999",NA,SPMO,SUBPREFEITURA MOOCA,"1494","0",2017/03/03,IPTU PROGRESSIVO,NOTIFICADO,"-",2017/03/03,"-","-",,"2019","-","-","-",ENVIADO,"-","-","-","-"
"677",SUBPREFEITURA MOOCA,"677",SIM,NOTIFICADO,"0270720001",NAO EDIFICADO,"0270720001",NÃO EDIFICADO,R JOÃO TOBIAS,"288",,SPMO,SUBPREFEITURA MOOCA,"124","120",2016/05/31,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/05/31,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"678",SUBPREFEITURA MOOCA,"678",SIM,NOTIFICADO,"0270720043",NAO EDIFICADO,"0270720043",NÃO EDIFICADO,R SIQUEIRA CARDOSO,"245",NA,SPMO,SUBPREFEITURA MOOCA,"320","160",2016/05/31,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/05/31,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"679",SUBPREFEITURA MOOCA,"679",SIM,NOTIFICADO,"0270720044",NAO EDIFICADO,"0270720044",NÃO EDIFICADO,R SIQUEIRA CARDOSO,"237",NA,SPMO,SUBPREFEITURA MOOCA,"140","130",2016/05/31,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/05/31,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"680",SUBPREFEITURA MOOCA,"680",SIM,NOTIFICADO,"0270720045",NAO EDIFICADO,"0270720045",NÃO EDIFICADO,R SIQUEIRA CARDOSO,"233",NA,SPMO,SUBPREFEITURA MOOCA,"141","124",2016/05/31,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/05/31,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"681",SUBPREFEITURA MOOCA,"681",SIM,NOTIFICADO,"0270720046",NAO EDIFICADO,"0270720046",NÃO EDIFICADO,R SIQUEIRA CARDOSO,"231",NA,SPMO,SUBPREFEITURA MOOCA,"280","278",2016/05/31,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/05/31,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"682",SUBPREFEITURA SÉ,"682",NÃO,NOTIFICADO,"0100300099",NAO UTILIZADO,"0100300099",NÃO UTILIZADO,R CEL JOSE EUSEBIO,"00141",,SPSE,SUBPREFEITURA SÉ,"258","130",2019/01/29,PEUC,NOTIFICADO,"-",2019/01/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"683",SUBPREFEITURA MOOCA/ZEIS 3,"683",SIM,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0270860002",NAO UTILIZADO,"0270860002",NÃO UTILIZADO,R DR ALMEIDA LIMA,"1384",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"1330","3514",2016/04/14,IPTU PROGRESSIVO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2016/04/14,"-","-",,"2019","-","-","-",ENVIADO,"-","-","-","-"
"684",SUBPREFEITURA MOOCA/ZEIS 3,"684",SIM,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0270860003",NAO UTILIZADO,"0270860003",NÃO UTILIZADO,R DR ALMEIDA LIMA,"1398",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"1203","3772",2016/04/14,IPTU PROGRESSIVO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2016/04/14,"-","-",,"2019","-","-","-",ENVIADO,"-","-","-","-"
"685",SUBPREFEITURA MOOCA,"685",SIM,IMPUGNAÇÃO EM ANÁLISE,"0270870063",NAO UTILIZADO,"0270870063",NÃO UTILIZADO,R ALM BRASIL,"00047",NA,SPMO,SUBPREFEITURA MOOCA,"640","180",2016/10/18,IPTU PROGRESSIVO,IMPUGNAÇÃO EM ANÁLISE,"-",2016/10/18,"-","-",,"2019","-","-","-",ENVIADO,"-","-","-","-"
"686",SUBPREFEITURA MOOCA,"686",SIM,IMPUGNAÇÃO EM ANÁLISE,"0280080045",SUBUTILIZADO,"0280080045",SUBUTILIZADO,R DOSCAPITAES MORES,"00325",NA,SPMO,SUBPREFEITURA MOOCA,"660","72",2017/01/21,IPTU PROGRESSIVO,IMPUGNAÇÃO EM ANÁLISE,"-",2017/01/21,"-","-",,"2019","-","-","-",ENVIADO,"-","-","-","-"
"687",SUBPREFEITURA MOOCA/ZEIS 3,"687",SIM,NOTIFICADO,"0280200090",SUBUTILIZADO,"0280200090",SUBUTILIZADO,R DO ORATORIO,"00396",NA,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"700","200",2016/11/03,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/11/03,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"688",SUBPREFEITURA MOOCA,"688",SIM,NOTIFICADO,"0280200091",NAO EDIFICADO,"0280200091",NÃO EDIFICADO,R DO ORATORIO,"00404",NA,SPMO,SUBPREFEITURA MOOCA,"850","0",2016/11/03,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/11/03,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"689",SUBPREFEITURA MOOCA/ZEIS 3,"689",SIM,NOTIFICADO,"0280460058",NAO UTILIZADO,"0280460058",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1110",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"622","0",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"690",SUBPREFEITURA MOOCA/ZEIS 3,"690",SIM,NOTIFICADO,"0280460059",NAO UTILIZADO,"0280460059",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1120",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"862","0",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"691",SUBPREFEITURA MOOCA/ZEIS 3,"691",SIM,NOTIFICADO,"0280460060",NAO UTILIZADO,"0280460060",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1132",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"885","800",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"692",SUBPREFEITURA MOOCA/ZEIS 3,"692",SIM,NOTIFICADO,"0280460061",NAO UTILIZADO,"0280460061",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1144",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"862","800",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"693",SUBPREFEITURA MOOCA/ZEIS 3,"693",SIM,NOTIFICADO,"0280460062",NAO UTILIZADO,"0280460062",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1156",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"885","800",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"694",SUBPREFEITURA MOOCA/ZEIS 3,"694",SIM,NOTIFICADO,"0280460063",NAO UTILIZADO,"0280460063",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1168",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"885","800",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"695",SUBPREFEITURA MOOCA/ZEIS 3,"695",SIM,NOTIFICADO,"0280460064",NAO UTILIZADO,"0280460064",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1180",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"885","800",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"696",SUBPREFEITURA MOOCA/ZEIS 3,"696",SIM,NOTIFICADO,"0280460065",NAO UTILIZADO,"0280460065",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1186",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"960","800",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"697",SUBPREFEITURA MOOCA/ZEIS 3,"697",SIM,NOTIFICADO,"0280460066",NAO UTILIZADO,"0280460066",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1204",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"900","800",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"698",SUBPREFEITURA MOOCA/ZEIS 3,"698",SIM,NOTIFICADO,"0280460067",NAO UTILIZADO,"0280460067",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1216",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"937","800",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"699",SUBPREFEITURA MOOCA/ZEIS 3,"699",SIM,NOTIFICADO,"0280460068",NAO UTILIZADO,"0280460068",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1228",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"945","800",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"700",SUBPREFEITURA MOOCA/ZEIS 3,"700",SIM,NOTIFICADO,"0280460069",NAO UTILIZADO,"0280460069",NÃO UTILIZADO,R BORGES DE FIGUEIREDO,"1250",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"3750","3000",2015/12/22,IPTU PROGRESSIVO,NOTIFICADO,"-",2015/12/22,"-","-",,"2017","-",ENVIADO,ENVIADO,ENVIADO,"-","-","-","-"
"701",SUBPREFEITURA MOOCA,"701",SIM,NOTIFICADO,"0290010005",SUBUTILIZADO,"0290010005",SUBUTILIZADO,AV CELSO GARCIA,"01968",NA,SPMO,SUBPREFEITURA MOOCA,"955","70",2017/03/03,IPTU PROGRESSIVO,NOTIFICADO,"-",2017/03/03,"-","-",,"2019","-","-","-",ENVIADO,"-","-","-","-"
"702",SUBPREFEITURA MOOCA,"702",SIM,NOTIFICADO,"0290010006",NAO EDIFICADO,"0290010006",NÃO EDIFICADO,AV CELSO GARCIA,"1978",NA,SPMO,SUBPREFEITURA MOOCA,"155","60",2017/03/03,IPTU PROGRESSIVO,NOTIFICADO,"-",2017/03/03,"-","-",,"2019","-","-","-",ENVIADO,"-","-","-","-"
"703",SUBPREFEITURA MOOCA,"703",NÃO,NOTIFICADO,"0290020013",NAO EDIFICADO,"0290020013",NÃO EDIFICADO,AV CELSO GARCIA,"02188",NA,SPMO,SUBPREFEITURA MOOCA,"670","0",2019/09/10,PEUC,NOTIFICADO,"-",2019/09/10,"-","-",,"-","-","-","-","-","-","-","-","-"
"704",SUBPREFEITURA MOOCA,"704",SIM,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0290300040",NAO EDIFICADO,,NÃO EDIFICADO,,,,,,,,,,,,,,,,,,,,,,,,
"705",SUBPREFEITURA MOOCA,"705",SIM,NOTIFICADO,"0290440020",NAO EDIFICADO,"0290440020",NÃO EDIFICADO,R PDE ADELINO,"99999",NA,SPMO,SUBPREFEITURA MOOCA,"310","0",2016/12/09,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/12/09,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"706",SUBPREFEITURA MOOCA,"706",SIM,NOTIFICADO,"0290440103",NAO EDIFICADO,"0290440103",NÃO EDIFICADO,R PDE ADELINO,"99999",NA,SPMO,SUBPREFEITURA MOOCA,"204","0",2016/12/09,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/12/09,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"707",SUBPREFEITURA MOOCA,"707",SIM,NOTIFICADO,"0290440104",NAO EDIFICADO,"0290440104",NÃO EDIFICADO,R PDE ADELINO,"99999",NA,SPMO,SUBPREFEITURA MOOCA,"552","0",2016/12/09,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/12/09,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"708",SUBPREFEITURA MOOCA,"708",SIM,NOTIFICADO,"0290440108",NAO EDIFICADO,"0290440108",NÃO EDIFICADO,R PDE ADELINO,"99999",NA,SPMO,SUBPREFEITURA MOOCA,"1093","0",2016/12/09,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/12/09,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"709",SUBPREFEITURA MOOCA,"709",SIM,NOTIFICADO,"0290480107",NAO UTILIZADO,"0290480107",NÃO UTILIZADO,AV ALCANTARA MACHADO,"4414",NA,SPMO,SUBPREFEITURA MOOCA,"1530","1365",2016/07/12,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/07/12,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"710",SUBPREFEITURA MOOCA,"710",SIM,NOTIFICADO,"0290480116",NAO EDIFICADO,"0290480116",NÃO EDIFICADO,AV ALCANTARA MACHADO,"99999",NA,SPMO,SUBPREFEITURA MOOCA,"1026","0",2016/05/03,IPTU PROGRESSIVO,NOTIFICADO,"-",2016/05/03,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"711",SUBPREFEITURA MOOCA/ZEIS 3,"711",NÃO,NOTIFICADO,"0290520012",NAO EDIFICADO,"0290520012",NÃO EDIFICADO,R SERRA DA BOCAINA,"573",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"200","191",2016/01/13,PEUC,NOTIFICADO,"-",2016/01/13,2009/10/14,"-",,"-","-","-","-","-","-","-","-","-"
"712",SUBPREFEITURA MOOCA/ZEIS 3,"712",NÃO,NOTIFICADO,"0290520013",NAO EDIFICADO,"0290520013",NÃO EDIFICADO,R SERRA DA BOCAINA,"563",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"500","755",2016/01/13,PEUC,NOTIFICADO,"-",2016/01/13,2009/10/14,"-",,"-","-","-","-","-","-","-","-","-"
"713",SUBPREFEITURA MOOCA/ZEIS 3,"713",NÃO,NOTIFICADO,"0290520014",NAO EDIFICADO,"0290520014",NÃO EDIFICADO,R SERRA DA BOCAINA,"553",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"300","165",2016/01/13,PEUC,NOTIFICADO,"-",2016/01/13,2009/10/14,"-",,"-","-","-","-","-","-","-","-","-"
"714",SUBPREFEITURA MOOCA/ZEIS 3,"714",NÃO,NOTIFICADO,"0290520015",NAO EDIFICADO,"0290520015",NÃO EDIFICADO,R SERRA DA BOCAINA,"547",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"320","200",2016/01/13,PEUC,NOTIFICADO,"-",2016/01/13,2009/10/14,"-",,"-","-","-","-","-","-","-","-","-"
"715",SUBPREFEITURA MOOCA/ZEIS 3,"715",NÃO,NOTIFICADO,"0290520016",NAO EDIFICADO,"0290520016",NÃO EDIFICADO,R SERRA DA BOCAINA,"537",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"350","250",2016/01/13,PEUC,NOTIFICADO,"-",2016/01/13,2009/10/14,"-",,"-","-","-","-","-","-","-","-","-"
"716",SUBPREFEITURA MOOCA/ZEIS 3,"716",SIM,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0290670185",NAO EDIFICADO,"0290670185",NÃO EDIFICADO,R SERRA DA BOCAINA,"99999",NÃO,SPMO,SUBPREFEITURA MOOCA / ZEIS 3,"2300","0",2016/01/11,IPTU PROGRESSIVO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2016/01/11,"-","-",,"2018","-","-",ENVIADO,ENVIADO,"-","-","-","-"
"717",SUBPREFEITURA MOOCA,"717",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0290930043",NAO EDIFICADO,"0290930043",NÃO EDIFICADO,R URIEL GASPAR,"99999",NA,SPMO,SUBPREFEITURA MOOCA,"9460","0",2016/05/12,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2016/05/12,2014/04/07,"-",,"-","-","-","-","-","-","-","-","-"
"718",SUBPREFEITURA MOOCA/ZEIS 5,"718",SIM,NOTIFICADO,"0300030140",NAO EDIFICADO,"0300030140",NÃO EDIFICADO,R POTIGUARES,"99999",,SPMO,SUBPREFEITURA MOOCA / ZEIS 5,"525","0",2017/02/15,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2017/02/15,"-","-",,"2019","-","-","-",ENVIADO,"-","-","-","-"
"719",SUBPREFEITURA MOOCA,"719",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0300060044",SUBUTILIZADO,"0300060044",SUBUTILIZADO,R TUIUTI,"1174",,SPMO,SUBPREFEITURA MOOCA,"750","534",2017/02/17,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,AVERBADO,2017/02/17,2018/12/12,"-",,"-","-","-","-","-","-","-","-","-"
"720",SUBPREFEITURA MOOCA,"720",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0300090028",SUBUTILIZADO,"0300090028",SUBUTILIZADO,AV CELSO GARCIA,"04076",,SPMO,SUBPREFEITURA MOOCA,"908","251",2016/11/24,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,AVERBADO,2016/11/24,2017/09/29,"-",,"-","-","-","-","-","-","-","-","-"
"721",SUBPREFEITURA MOOCA,"721",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0300180055",NAO EDIFICADO,"0300180055",NÃO EDIFICADO,R PDE ANTONIO DE SA,"00308",NA,SPMO,SUBPREFEITURA MOOCA,"1640","0",2016/10/03,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,AVERBADO,2016/10/03,2017/09/28,"-",,"-","-","-","-","-","-","-","-","-"
